"Order ID","Product Name","Category","Customer Name","Region","State","City","Sales Amount","Profit","Quantity","Order Date","Ship Date","Payment Mode"
"ORD-2020-01296","Desk","Technology","Customer 296","West","Gujarat","Ahmedabad","21058","3381","2","2020-01-22","2020-01-23","Net Banking"
"ORD-2020-01297","Mouse","Office Supplies","Customer 297","East","Tamil Nadu","Tamil Nadu","68374","3865","4","2020-05-04","2020-05-07","UPI"
"ORD-2020-01298","Printer","Furniture","Customer 298","South","West Bengal","Kolkata","47132","12846","1","2020-01-28","2020-01-29","Net Banking"
"ORD-2020-01299","Mouse","Furniture","Customer 299","West","Kerala","Kochi","78294","13069","2","2020-02-10","2020-02-13","Credit Card"
"ORD-2020-01300","Projector","Furniture","Customer 300","West","West Bengal","Kolkata","61395","552","5","2020-06-13","2020-06-17","Cash"
"ORD-2021-01001","Mobile Phone","Furniture","Customer 1","South","Kerala","Kochi","5089","722","2","2021-06-13","2021-06-14","Net Banking"
"ORD-2021-01002","Laptop","Electronics","Customer 2","South","Karnataka","Bengaluru","62046","1275","4","2021-01-23","2021-01-28","Net Banking"
"ORD-2021-01003","Tablet","Office Supplies","Customer 3","South","Maharashtra","Mumbai","27009","6828","5","2021-01-07","2021-01-12","Debit Card"
"ORD-2021-01004","Desk","Furniture","Customer 4","South","Gujarat","Ahmedabad","59214","13188","4","2021-01-02","2021-01-04","UPI"
"ORD-2021-01005","Monitor","Technology","Customer 5","North","Kerala","Kochi","15071","1884","3","2021-01-24","2021-01-28","Net Banking"
"ORD-2021-01006","Desk","Technology","Customer 6","South","Kerala","Kochi","12816","2899","1","2021-02-01","2021-02-05","UPI"
"ORD-2021-01007","Mobile Phone","Electronics","Customer 7","West","Delhi","New Delhi","48607","1338","5","2021-06-19","2021-06-21","Debit Card"
"ORD-2021-01008","Desk","Electronics","Customer 8","South","West Bengal","Kolkata","53813","3457","1","2021-02-11","2021-02-14","Credit Card"
"ORD-2021-01009","Tablet","Furniture","Customer 9","East","Gujarat","Ahmedabad","41250","10653","1","2021-04-28","2021-05-02","Credit Card"
"ORD-2021-01010","Printer","Furniture","Customer 10","East","Karnataka","Bengaluru","56262","4639","5","2021-01-09","2021-01-12","Cash"
"ORD-2021-01011","Office Chair","Furniture","Customer 11","East","Kerala","Kochi","23467","2409","4","2021-06-14","2021-06-18","Cash"
"ORD-2021-01012","Office Chair","Office Supplies","Customer 12","North","Gujarat","Ahmedabad","53497","4023","1","2021-05-28","2021-06-01","UPI"
"ORD-2021-01013","Keyboard","Office Supplies","Customer 13","West","West Bengal","Kolkata","57719","2436","4","2021-02-09","2021-02-11","Net Banking"
"ORD-2021-01014","Monitor","Electronics","Customer 14","East","Maharashtra","Mumbai","78663","10123","1","2021-01-03","2021-01-04","Cash"
"ORD-2021-01015","Tablet","Electronics","Customer 15","East","Gujarat","Ahmedabad","73408","6980","5","2021-01-01","2021-01-04","Net Banking"
"ORD-2021-01016","Office Chair","Electronics","Customer 16","East","Maharashtra","Mumbai","56577","15111","2","2021-02-20","2021-02-22","UPI"
"ORD-2021-01017","Mobile Phone","Electronics","Customer 17","North","Kerala","Kochi","38536","1288","3","2021-04-03","2021-04-06","UPI"
"ORD-2021-01018","Tablet","Furniture","Customer 18","East","West Bengal","Kolkata","20712","3798","5","2021-05-17","2021-05-19","Cash"
"ORD-2021-01019","Desk","Office Supplies","Customer 19","East","Maharashtra","Mumbai","28038","5814","6","2021-02-24","2021-03-01","Cash"
"ORD-2021-01020","Monitor","Electronics","Customer 20","South","West Bengal","Kolkata","33558","1156","1","2021-01-28","2021-01-30","UPI"
"ORD-2021-01021","Laptop","Technology","Customer 21","North","West Bengal","Kolkata","34170","1245","2","2021-01-19","2021-01-20","Debit Card"
"ORD-2021-01022","Projector","Office Supplies","Customer 22","South","Gujarat","Ahmedabad","32883","2407","5","2021-06-21","2021-06-25","Cash"
"ORD-2021-01023","Keyboard","Technology","Customer 23","West","Maharashtra","Mumbai","15504","3049","3","2021-02-18","2021-02-19","UPI"
"ORD-2021-01024","Monitor","Electronics","Customer 24","South","Karnataka","Bengaluru","11167","1954","2","2021-06-22","2021-06-23","Net Banking"
"ORD-2021-01025","Desk","Office Supplies","Customer 25","South","Gujarat","Ahmedabad","60669","6996","2","2021-04-25","2021-04-27","Cash"
"ORD-2021-01026","Printer","Furniture","Customer 26","South","Maharashtra","Mumbai","8864","188","3","2021-05-21","2021-05-22","Cash"
"ORD-2021-01027","Keyboard","Electronics","Customer 27","West","Delhi","New Delhi","9826","929","4","2021-02-24","2021-02-28","Debit Card"
"ORD-2021-01028","Mouse","Furniture","Customer 28","South","Delhi","New Delhi","99495","29022","3","2021-04-19","2021-04-24","UPI"
"ORD-2021-01029","Laptop","Electronics","Customer 29","West","West Bengal","Kolkata","10960","1316","4","2021-05-28","2021-06-02","Credit Card"
"ORD-2021-01030","Printer","Electronics","Customer 30","South","Maharashtra","Mumbai","12673","843","1","2021-01-15","2021-01-20","Net Banking"
"ORD-2021-01031","Projector","Electronics","Customer 31","West","Kerala","Kochi","91602","1411","6","2021-03-05","2021-03-10","Net Banking"
"ORD-2021-01032","Monitor","Furniture","Customer 32","East","Maharashtra","Mumbai","40869","3564","1","2021-05-14","2021-05-17","Debit Card"
"ORD-2021-01033","Mouse","Electronics","Customer 33","North","West Bengal","Kolkata","12504","147","2","2021-04-28","2021-05-01","Net Banking"
"ORD-2021-01034","Mobile Phone","Technology","Customer 34","East","Karnataka","Bengaluru","54254","1337","5","2021-03-09","2021-03-11","Net Banking"
"ORD-2021-01035","Tablet","Electronics","Customer 35","East","Kerala","Kochi","101350","24049","1","2021-06-28","2021-07-01","Credit Card"
"ORD-2021-01036","Desk","Technology","Customer 36","South","Kerala","Kochi","17443","1572","3","2021-03-09","2021-03-10","Credit Card"
"ORD-2021-01037","Desk","Electronics","Customer 37","North","Kerala","Kochi","83958","18884","5","2021-06-25","2021-06-28","Debit Card"
"ORD-2021-01038","Office Chair","Technology","Customer 38","South","Kerala","Kochi","49281","15281","3","2021-01-12","2021-01-13","Net Banking"
"ORD-2021-01039","Printer","Electronics","Customer 39","South","West Bengal","Kolkata","93042","511","1","2021-06-28","2021-07-02","Debit Card"
"ORD-2021-01040","Office Chair","Electronics","Customer 40","East","Delhi","New Delhi","24885","3443","2","2021-05-28","2021-06-02","Debit Card"
"ORD-2021-01041","Monitor","Office Supplies","Customer 41","South","Karnataka","Bengaluru","90591","3395","1","2021-02-23","2021-02-25","Credit Card"
"ORD-2021-01042","Monitor","Office Supplies","Customer 42","South","Delhi","New Delhi","26413","6173","2","2021-04-16","2021-04-17","UPI"
"ORD-2021-01043","Mobile Phone","Office Supplies","Customer 43","East","Delhi","New Delhi","67564","7640","3","2021-04-08","2021-04-09","Credit Card"
"ORD-2021-01044","Desk","Electronics","Customer 44","East","Delhi","New Delhi","58657","5816","4","2021-01-07","2021-01-09","Cash"
"ORD-2021-01045","Printer","Technology","Customer 45","South","West Bengal","Kolkata","55441","601","3","2021-06-23","2021-06-28","UPI"
"ORD-2021-01046","Monitor","Office Supplies","Customer 46","North","Maharashtra","Mumbai","57846","12765","6","2021-01-28","2021-02-02","Credit Card"
"ORD-2021-01047","Tablet","Furniture","Customer 47","East","Maharashtra","Mumbai","64312","177","1","2021-03-07","2021-03-08","Debit Card"
"ORD-2021-01048","Desk","Technology","Customer 48","West","Delhi","New Delhi","109812","4904","4","2021-06-09","2021-06-12","Debit Card"
"ORD-2021-01049","Keyboard","Furniture","Customer 49","East","Maharashtra","Mumbai","30373","4253","6","2021-05-22","2021-05-24","UPI"
"ORD-2021-01050","Projector","Technology","Customer 50","West","Maharashtra","Mumbai","33135","8769","3","2021-03-19","2021-03-22","Credit Card"
"ORD-2021-01051","Printer","Technology","Customer 51","East","Tamil Nadu","Tamil Nadu","28337","5229","2","2021-05-11","2021-05-15","Debit Card"
"ORD-2021-01052","Laptop","Furniture","Customer 52","West","West Bengal","Kolkata","21897","294","2","2021-02-27","2021-03-01","Cash"
"ORD-2021-01053","Keyboard","Office Supplies","Customer 53","West","Karnataka","Bengaluru","28543","6023","1","2021-04-17","2021-04-22","UPI"
"ORD-2021-01054","Tablet","Office Supplies","Customer 54","North","West Bengal","Kolkata","29625","3083","2","2021-01-28","2021-02-01","UPI"
"ORD-2021-01055","Tablet","Technology","Customer 55","West","West Bengal","Kolkata","73659","18585","6","2021-04-27","2021-04-29","Cash"
"ORD-2021-01056","Mouse","Office Supplies","Customer 56","East","Gujarat","Ahmedabad","24140","6746","1","2021-05-21","2021-05-25","Debit Card"
"ORD-2021-01057","Desk","Office Supplies","Customer 57","North","Kerala","Kochi","91816","8868","3","2021-05-14","2021-05-18","Credit Card"
"ORD-2021-01058","Printer","Furniture","Customer 58","South","Karnataka","Bengaluru","47447","10244","5","2021-03-11","2021-03-14","Credit Card"
"ORD-2021-01059","Keyboard","Technology","Customer 59","West","Maharashtra","Mumbai","11759","2109","1","2021-06-28","2021-06-30","Credit Card"
"ORD-2021-01060","Laptop","Office Supplies","Customer 60","West","Tamil Nadu","Tamil Nadu","83581","27468","3","2021-04-18","2021-04-22","Debit Card"
"ORD-2021-01061","Projector","Furniture","Customer 61","West","Karnataka","Bengaluru","81119","22092","4","2021-04-10","2021-04-14","Cash"
"ORD-2021-01062","Keyboard","Furniture","Customer 62","West","Karnataka","Bengaluru","60373","5333","4","2021-05-05","2021-05-06","Net Banking"
"ORD-2021-01063","Laptop","Electronics","Customer 63","West","Karnataka","Bengaluru","86597","18199","4","2021-01-07","2021-01-11","Credit Card"
"ORD-2021-01064","Mobile Phone","Office Supplies","Customer 64","East","Delhi","New Delhi","50590","5498","5","2021-01-13","2021-01-16","Debit Card"
"ORD-2021-01065","Laptop","Electronics","Customer 65","East","Karnataka","Bengaluru","13964","2095","1","2021-04-18","2021-04-21","UPI"
"ORD-2021-01066","Laptop","Furniture","Customer 66","South","Karnataka","Bengaluru","28487","7405","4","2021-01-08","2021-01-10","UPI"
"ORD-2021-01067","Monitor","Furniture","Customer 67","North","Gujarat","Ahmedabad","71972","9256","3","2021-05-25","2021-05-27","Debit Card"
"ORD-2021-01068","Projector","Office Supplies","Customer 68","West","Kerala","Kochi","4357","824","1","2021-01-28","2021-02-02","UPI"
"ORD-2021-01069","Projector","Electronics","Customer 69","North","Delhi","New Delhi","17924","2942","5","2021-06-01","2021-06-03","Cash"
"ORD-2021-01070","Monitor","Electronics","Customer 70","West","Gujarat","Ahmedabad","12533","2546","5","2021-06-19","2021-06-22","UPI"
"ORD-2021-01071","Office Chair","Office Supplies","Customer 71","South","Kerala","Kochi","90857","18197","4","2021-04-21","2021-04-24","Debit Card"
"ORD-2021-01072","Keyboard","Technology","Customer 72","East","Gujarat","Ahmedabad","80373","18822","2","2021-06-07","2021-06-12","UPI"
"ORD-2021-01073","Projector","Office Supplies","Customer 73","East","Tamil Nadu","Tamil Nadu","34649","7336","5","2021-03-13","2021-03-17","Debit Card"
"ORD-2021-01074","Desk","Technology","Customer 74","East","West Bengal","Kolkata","32584","5788","2","2021-02-16","2021-02-20","Net Banking"
"ORD-2021-01075","Mobile Phone","Office Supplies","Customer 75","West","West Bengal","Kolkata","25991","806","2","2021-01-03","2021-01-08","Cash"
"ORD-2021-01076","Printer","Technology","Customer 76","South","Maharashtra","Mumbai","74593","688","3","2021-06-15","2021-06-19","Debit Card"
"ORD-2021-01077","Tablet","Technology","Customer 77","West","Kerala","Kochi","61639","8338","4","2021-06-19","2021-06-24","Debit Card"
"ORD-2021-01078","Desk","Furniture","Customer 78","North","Kerala","Kochi","41394","5581","2","2021-04-01","2021-04-05","Debit Card"
"ORD-2021-01079","Mobile Phone","Office Supplies","Customer 79","East","Kerala","Kochi","25218","1864","6","2021-01-28","2021-02-02","Net Banking"
"ORD-2021-01080","Desk","Furniture","Customer 80","East","Karnataka","Bengaluru","16865","1935","2","2021-06-02","2021-06-05","UPI"
"ORD-2021-01081","Laptop","Technology","Customer 81","South","Kerala","Kochi","45056","991","4","2021-05-17","2021-05-19","UPI"
"ORD-2021-01082","Mouse","Office Supplies","Customer 82","East","Karnataka","Bengaluru","38194","9348","2","2021-01-04","2021-01-09","Debit Card"
"ORD-2021-01083","Mouse","Electronics","Customer 83","North","Karnataka","Bengaluru","11661","2137","1","2021-05-03","2021-05-04","Net Banking"
"ORD-2021-01084","Tablet","Office Supplies","Customer 84","South","Gujarat","Ahmedabad","35245","1940","5","2021-03-19","2021-03-20","Cash"
"ORD-2021-01085","Keyboard","Technology","Customer 85","North","West Bengal","Kolkata","47567","9536","2","2021-04-26","2021-04-30","Credit Card"
"ORD-2021-01086","Office Chair","Furniture","Customer 86","South","West Bengal","Kolkata","42456","1439","1","2021-06-10","2021-06-12","Credit Card"
"ORD-2021-01087","Desk","Electronics","Customer 87","South","Delhi","New Delhi","66174","16027","3","2021-01-01","2021-01-05","Cash"
"ORD-2021-01088","Projector","Furniture","Customer 88","West","Tamil Nadu","Tamil Nadu","37460","10979","6","2021-01-19","2021-01-21","Credit Card"
"ORD-2021-01089","Printer","Electronics","Customer 89","South","Gujarat","Ahmedabad","44719","2647","2","2021-06-15","2021-06-17","Net Banking"
"ORD-2021-01090","Mouse","Technology","Customer 90","West","Delhi","New Delhi","71400","4663","5","2021-05-26","2021-05-29","Net Banking"
"ORD-2021-01091","Laptop","Office Supplies","Customer 91","East","West Bengal","Kolkata","12746","2918","4","2021-05-07","2021-05-11","UPI"
"ORD-2021-01092","Projector","Electronics","Customer 92","East","West Bengal","Kolkata","98500","22214","1","2021-01-24","2021-01-26","Credit Card"
"ORD-2021-01093","Desk","Furniture","Customer 93","West","Kerala","Kochi","100368","17508","4","2021-05-01","2021-05-06","UPI"
"ORD-2021-01094","Monitor","Electronics","Customer 94","South","Delhi","New Delhi","66477","6826","5","2021-05-01","2021-05-04","Cash"
"ORD-2021-01095","Mouse","Electronics","Customer 95","East","Delhi","New Delhi","84845","1238","2","2021-03-15","2021-03-19","UPI"
"ORD-2021-01096","Tablet","Office Supplies","Customer 96","West","Tamil Nadu","Tamil Nadu","1239","262","2","2021-04-14","2021-04-19","Net Banking"
"ORD-2021-01097","Laptop","Furniture","Customer 97","East","West Bengal","Kolkata","75215","14678","3","2021-04-03","2021-04-08","Debit Card"
"ORD-2021-01098","Projector","Furniture","Customer 98","South","Delhi","New Delhi","19178","347","4","2021-04-23","2021-04-27","UPI"
"ORD-2021-01099","Printer","Office Supplies","Customer 99","North","Kerala","Kochi","14595","1083","2","2021-05-22","2021-05-26","Cash"
"ORD-2021-01100","Mouse","Office Supplies","Customer 100","South","Maharashtra","Mumbai","38722","7525","6","2021-03-16","2021-03-21","Credit Card"
"ORD-2021-01101","Office Chair","Electronics","Customer 101","East","Gujarat","Ahmedabad","94673","18715","3","2021-04-09","2021-04-11","Debit Card"
"ORD-2021-01102","Desk","Office Supplies","Customer 102","South","Maharashtra","Mumbai","1475","279","5","2021-05-10","2021-05-13","Cash"
"ORD-2021-01103","Keyboard","Office Supplies","Customer 103","East","Gujarat","Ahmedabad","77091","20993","3","2021-03-28","2021-03-31","Credit Card"
"ORD-2021-01104","Laptop","Technology","Customer 104","West","Kerala","Kochi","38544","8196","3","2021-05-27","2021-05-31","Cash"
"ORD-2021-01105","Office Chair","Technology","Customer 105","North","Gujarat","Ahmedabad","82309","1612","4","2021-06-19","2021-06-21","UPI"
"ORD-2021-01106","Office Chair","Office Supplies","Customer 106","South","Tamil Nadu","Tamil Nadu","3325","798","5","2021-05-15","2021-05-19","Debit Card"
"ORD-2021-01107","Printer","Technology","Customer 107","West","Delhi","New Delhi","61627","10518","3","2021-03-28","2021-04-02","Net Banking"
"ORD-2021-01108","Desk","Furniture","Customer 108","North","Maharashtra","Mumbai","10467","1068","1","2021-01-10","2021-01-15","UPI"
"ORD-2021-01109","Laptop","Technology","Customer 109","North","Delhi","New Delhi","47896","594","4","2021-04-24","2021-04-26","Debit Card"
"ORD-2021-01110","Keyboard","Furniture","Customer 110","South","Karnataka","Bengaluru","37424","9346","1","2021-04-21","2021-04-23","Net Banking"
"ORD-2021-01111","Projector","Furniture","Customer 111","South","Maharashtra","Mumbai","36924","8991","3","2021-04-08","2021-04-13","Cash"
"ORD-2021-01112","Tablet","Furniture","Customer 112","North","Maharashtra","Mumbai","68544","10640","4","2021-03-07","2021-03-08","Net Banking"
"ORD-2021-01113","Desk","Furniture","Customer 113","West","Gujarat","Ahmedabad","37357","8681","3","2021-03-18","2021-03-22","UPI"
"ORD-2021-01114","Projector","Technology","Customer 114","East","Tamil Nadu","Tamil Nadu","88165","13907","4","2021-03-02","2021-03-06","Debit Card"
"ORD-2021-01115","Desk","Furniture","Customer 115","East","Karnataka","Bengaluru","7800","2561","3","2021-01-03","2021-01-08","Net Banking"
"ORD-2021-01116","Laptop","Technology","Customer 116","West","Tamil Nadu","Tamil Nadu","96733","4030","4","2021-03-06","2021-03-08","Debit Card"
"ORD-2021-01117","Keyboard","Furniture","Customer 117","South","Karnataka","Bengaluru","42774","5186","5","2021-02-03","2021-02-04","Debit Card"
"ORD-2021-01118","Desk","Office Supplies","Customer 118","East","Kerala","Kochi","40547","2736","4","2021-05-16","2021-05-21","UPI"
"ORD-2021-01119","Keyboard","Technology","Customer 119","North","Gujarat","Ahmedabad","23143","1961","3","2021-04-28","2021-04-29","UPI"
"ORD-2021-01120","Monitor","Technology","Customer 120","West","Gujarat","Ahmedabad","19962","3955","3","2021-03-09","2021-03-14","UPI"
"ORD-2021-01121","Projector","Technology","Customer 121","South","Kerala","Kochi","78406","977","2","2021-06-22","2021-06-24","Cash"
"ORD-2021-01122","Printer","Furniture","Customer 122","North","Tamil Nadu","Tamil Nadu","102427","14684","2","2021-06-28","2021-07-01","Cash"
"ORD-2021-01123","Office Chair","Office Supplies","Customer 123","West","Delhi","New Delhi","31713","9950","5","2021-01-28","2021-01-29","Cash"
"ORD-2021-01124","Mouse","Office Supplies","Customer 124","East","Tamil Nadu","Tamil Nadu","61151","3828","4","2021-05-28","2021-05-30","Credit Card"
"ORD-2021-01125","Printer","Technology","Customer 125","East","Tamil Nadu","Tamil Nadu","38015","7083","3","2021-04-24","2021-04-28","Debit Card"
"ORD-2021-01126","Mobile Phone","Electronics","Customer 126","North","Gujarat","Ahmedabad","68558","3724","3","2021-02-18","2021-02-19","Credit Card"
"ORD-2021-01127","Tablet","Furniture","Customer 127","South","Gujarat","Ahmedabad","30071","1503","3","2021-02-02","2021-02-07","Debit Card"
"ORD-2021-01128","Office Chair","Furniture","Customer 128","East","Gujarat","Ahmedabad","1478","229","1","2021-02-07","2021-02-12","UPI"
"ORD-2021-01129","Monitor","Furniture","Customer 129","East","Tamil Nadu","Tamil Nadu","21741","216","2","2021-06-19","2021-06-20","Debit Card"
"ORD-2021-01130","Printer","Office Supplies","Customer 130","West","Gujarat","Ahmedabad","56067","3849","4","2021-01-14","2021-01-16","Net Banking"
"ORD-2021-01131","Mobile Phone","Electronics","Customer 131","East","Maharashtra","Mumbai","75220","17176","1","2021-06-01","2021-06-02","UPI"
"ORD-2021-01132","Mouse","Office Supplies","Customer 132","North","Tamil Nadu","Tamil Nadu","62800","3862","3","2021-05-03","2021-05-07","Net Banking"
"ORD-2021-01133","Projector","Technology","Customer 133","West","West Bengal","Kolkata","19843","2562","6","2021-02-07","2021-02-08","Debit Card"
"ORD-2021-01134","Printer","Electronics","Customer 134","South","Maharashtra","Mumbai","95617","15858","3","2021-04-27","2021-05-02","Credit Card"
"ORD-2021-01135","Keyboard","Electronics","Customer 135","East","Maharashtra","Mumbai","71921","15070","3","2021-04-16","2021-04-19","Debit Card"
"ORD-2021-01136","Printer","Electronics","Customer 136","North","Maharashtra","Mumbai","75161","2695","2","2021-04-06","2021-04-08","Debit Card"
"ORD-2021-01137","Tablet","Technology","Customer 137","North","Maharashtra","Mumbai","10025","3002","2","2021-02-03","2021-02-08","Cash"
"ORD-2021-01138","Monitor","Electronics","Customer 138","South","Karnataka","Bengaluru","87826","12692","4","2021-01-14","2021-01-17","Credit Card"
"ORD-2021-01139","Printer","Technology","Customer 139","South","Gujarat","Ahmedabad","81450","11551","5","2021-01-28","2021-01-31","Net Banking"
"ORD-2021-01140","Tablet","Electronics","Customer 140","East","Tamil Nadu","Tamil Nadu","111709","20711","1","2021-06-09","2021-06-14","Debit Card"
"ORD-2021-01141","Laptop","Furniture","Customer 141","South","West Bengal","Kolkata","54179","5889","4","2021-06-28","2021-07-01","UPI"
"ORD-2021-01142","Tablet","Furniture","Customer 142","West","Maharashtra","Mumbai","14042","3264","5","2021-02-06","2021-02-07","Debit Card"
"ORD-2021-01143","Monitor","Electronics","Customer 143","North","Karnataka","Bengaluru","47342","12658","1","2021-02-10","2021-02-13","Net Banking"
"ORD-2021-01144","Keyboard","Office Supplies","Customer 144","West","Maharashtra","Mumbai","36594","8017","3","2021-01-13","2021-01-14","Credit Card"
"ORD-2021-01145","Printer","Technology","Customer 145","West","West Bengal","Kolkata","56381","7979","4","2021-05-12","2021-05-13","UPI"
"ORD-2021-01146","Laptop","Furniture","Customer 146","East","Karnataka","Bengaluru","85756","2169","1","2021-02-26","2021-03-02","Debit Card"
"ORD-2021-01147","Mouse","Office Supplies","Customer 147","South","Karnataka","Bengaluru","17581","191","4","2021-03-16","2021-03-19","Net Banking"
"ORD-2021-01148","Monitor","Electronics","Customer 148","West","Gujarat","Ahmedabad","83117","22090","2","2021-06-28","2021-06-30","Cash"
"ORD-2021-01149","Projector","Office Supplies","Customer 149","West","Kerala","Kochi","11183","1697","3","2021-01-05","2021-01-09","Debit Card"
"ORD-2021-01150","Monitor","Furniture","Customer 150","West","Gujarat","Ahmedabad","3920","1036","3","2021-01-28","2021-02-01","UPI"
"ORD-2021-01151","Projector","Office Supplies","Customer 151","North","Maharashtra","Mumbai","35446","7085","4","2021-04-22","2021-04-23","Debit Card"
"ORD-2021-01152","Tablet","Electronics","Customer 152","South","Gujarat","Ahmedabad","26062","730","2","2021-02-26","2021-03-01","Debit Card"
"ORD-2021-01153","Office Chair","Technology","Customer 153","South","Karnataka","Bengaluru","39914","1845","5","2021-06-15","2021-06-17","Credit Card"
"ORD-2021-01154","Mouse","Office Supplies","Customer 154","West","Kerala","Kochi","27385","6828","6","2021-06-17","2021-06-18","Net Banking"
"ORD-2021-01155","Printer","Office Supplies","Customer 155","West","Kerala","Kochi","21849","4033","2","2021-03-24","2021-03-27","Debit Card"
"ORD-2021-01156","Printer","Technology","Customer 156","West","Maharashtra","Mumbai","58844","9397","1","2021-06-01","2021-06-02","UPI"
"ORD-2021-01157","Printer","Office Supplies","Customer 157","West","West Bengal","Kolkata","11916","3137","6","2021-04-05","2021-04-08","UPI"
"ORD-2021-01158","Monitor","Office Supplies","Customer 158","South","Tamil Nadu","Tamil Nadu","93152","7348","3","2021-04-26","2021-05-01","UPI"
"ORD-2021-01159","Laptop","Furniture","Customer 159","West","Maharashtra","Mumbai","74241","6905","5","2021-03-28","2021-03-29","Net Banking"
"ORD-2021-01160","Desk","Office Supplies","Customer 160","West","Gujarat","Ahmedabad","55064","7621","4","2021-06-06","2021-06-08","Net Banking"
"ORD-2021-01161","Printer","Office Supplies","Customer 161","East","Delhi","New Delhi","9620","1379","4","2021-01-14","2021-01-17","Credit Card"
"ORD-2021-01162","Office Chair","Technology","Customer 162","East","Kerala","Kochi","89810","21382","4","2021-03-27","2021-03-28","Credit Card"
"ORD-2021-01163","Keyboard","Technology","Customer 163","South","Kerala","Kochi","51912","9317","6","2021-06-02","2021-06-03","UPI"
"ORD-2021-01164","Laptop","Technology","Customer 164","East","Karnataka","Bengaluru","84463","12364","1","2021-06-15","2021-06-19","Debit Card"
"ORD-2021-01165","Office Chair","Electronics","Customer 165","East","Gujarat","Ahmedabad","37423","2498","1","2021-05-05","2021-05-07","Net Banking"
"ORD-2021-01166","Monitor","Furniture","Customer 166","West","Karnataka","Bengaluru","6909","1585","3","2021-05-19","2021-05-24","Credit Card"
"ORD-2021-01167","Mouse","Electronics","Customer 167","West","Delhi","New Delhi","28339","6710","1","2021-06-27","2021-07-02","Cash"
"ORD-2021-01168","Tablet","Furniture","Customer 168","East","Gujarat","Ahmedabad","71191","8891","4","2021-06-06","2021-06-09","Credit Card"
"ORD-2021-01169","Desk","Office Supplies","Customer 169","West","Karnataka","Bengaluru","63313","17853","3","2021-04-05","2021-04-10","Net Banking"
"ORD-2021-01170","Monitor","Electronics","Customer 170","North","Delhi","New Delhi","8868","2482","1","2021-02-05","2021-02-08","Credit Card"
"ORD-2021-01171","Keyboard","Electronics","Customer 171","South","Gujarat","Ahmedabad","79255","6050","4","2021-03-11","2021-03-15","Debit Card"
"ORD-2021-01172","Tablet","Technology","Customer 172","South","Maharashtra","Mumbai","8794","1639","2","2021-01-07","2021-01-11","Debit Card"
"ORD-2021-01173","Monitor","Furniture","Customer 173","South","Tamil Nadu","Tamil Nadu","46104","1686","2","2021-02-27","2021-02-28","Cash"
"ORD-2021-01174","Projector","Electronics","Customer 174","North","Tamil Nadu","Tamil Nadu","78019","14895","3","2021-06-28","2021-06-30","Credit Card"
"ORD-2021-01175","Keyboard","Electronics","Customer 175","East","Karnataka","Bengaluru","91419","17987","4","2021-02-08","2021-02-13","UPI"
"ORD-2021-01176","Printer","Electronics","Customer 176","West","West Bengal","Kolkata","61743","16009","4","2021-01-13","2021-01-15","UPI"
"ORD-2021-01177","Office Chair","Technology","Customer 177","West","Tamil Nadu","Tamil Nadu","95355","8745","5","2021-06-11","2021-06-16","Debit Card"
"ORD-2021-01178","Printer","Technology","Customer 178","North","West Bengal","Kolkata","64531","6967","6","2021-03-03","2021-03-08","Net Banking"
"ORD-2021-01179","Mouse","Electronics","Customer 179","West","Delhi","New Delhi","4469","571","2","2021-05-10","2021-05-15","UPI"
"ORD-2021-01180","Printer","Technology","Customer 180","South","Tamil Nadu","Tamil Nadu","54967","4748","3","2021-04-02","2021-04-03","Net Banking"
"ORD-2021-01181","Office Chair","Furniture","Customer 181","North","Kerala","Kochi","68453","18936","5","2021-03-28","2021-03-30","UPI"
"ORD-2021-01182","Mobile Phone","Electronics","Customer 182","East","Delhi","New Delhi","7824","2112","4","2021-03-17","2021-03-19","Cash"
"ORD-2021-01183","Mobile Phone","Technology","Customer 183","East","Gujarat","Ahmedabad","41701","665","1","2021-05-20","2021-05-24","Debit Card"
"ORD-2021-01184","Keyboard","Office Supplies","Customer 184","West","Delhi","New Delhi","51755","7105","3","2021-03-11","2021-03-12","Cash"
"ORD-2021-01185","Tablet","Technology","Customer 185","North","Kerala","Kochi","61364","13247","3","2021-06-27","2021-07-01","UPI"
"ORD-2021-01186","Desk","Technology","Customer 186","North","Tamil Nadu","Tamil Nadu","29335","4724","3","2021-04-21","2021-04-26","Debit Card"
"ORD-2021-01187","Keyboard","Furniture","Customer 187","West","Delhi","New Delhi","88456","25075","5","2021-03-20","2021-03-24","UPI"
"ORD-2021-01188","Laptop","Electronics","Customer 188","West","Delhi","New Delhi","69026","9909","4","2021-04-01","2021-04-06","Credit Card"
"ORD-2021-01189","Mouse","Electronics","Customer 189","South","Tamil Nadu","Tamil Nadu","88861","24932","2","2021-01-08","2021-01-10","Debit Card"
"ORD-2021-01190","Projector","Furniture","Customer 190","West","Delhi","New Delhi","85432","1329","4","2021-04-03","2021-04-07","Cash"
"ORD-2021-01191","Monitor","Office Supplies","Customer 191","East","Kerala","Kochi","19010","5202","2","2021-01-20","2021-01-25","Credit Card"
"ORD-2021-01192","Tablet","Office Supplies","Customer 192","North","Delhi","New Delhi","25336","5026","3","2021-01-28","2021-01-29","Cash"
"ORD-2021-01193","Mouse","Furniture","Customer 193","North","Karnataka","Bengaluru","41427","14081","2","2021-02-24","2021-03-01","Cash"
